story,subject,roi,baseline_only,combined_pc1,combined_pc1_to_pc5,gpt2_pc1,gpt2_pc1_to_pc5,delta_combined_pc1_to_pc5_minus_baseline_only,delta_combined_pc1_minus_baseline_only,delta_gpt2_pc1_to_pc5_minus_baseline_only,delta_gpt2_pc1_minus_baseline_only
black,sub-127,Precuneous Cortex,-0.0836912888375275,-0.1016326971447144,-0.0195395200481821,-0.075781408451166,-0.0018756802619023,0.06415176878934539,-0.017941408307186907,0.0818156085756252,0.007909880386361492
black,sub-127,"Superior Temporal Gyrus, anterior division",-0.0574556255948551,-0.098336871936577,-0.0707073470237678,0.0199728075434257,-0.0564014356088129,-0.013251721428912698,-0.040881246341721904,0.0010541899860421963,0.0774284331382808
black,sub-127,"Superior Temporal Gyrus, posterior division",-0.0115206802770332,-0.0928216547878218,-0.1039815478549037,-0.0832925944096261,-0.0995192438732549,-0.0924608675778705,-0.0813009745107886,-0.08799856359622171,-0.0717719141325929
black,sub-127,"Supramarginal Gyrus, anterior division",-0.0882180582781979,-0.1024014847379832,-0.0087246981061472,0.0067181215214366,0.0083957784833586,0.07949336017205069,-0.014183426459785306,0.09661383676155649,0.09493617979963449
black,sub-127,"Supramarginal Gyrus, posterior division",-0.1038926934603914,-0.1272252129217408,-0.039787714628513,-0.0343674269997112,-0.0270361800173899,0.0641049788318784,-0.0233325194613494,0.0768565134430015,0.06952526646068019
black,sub-127,"Temporal Fusiform Cortex, anterior division",-0.0363221189883653,-0.0608270879259338,0.0611941123722476,-0.0451694378462358,0.1071867774256427,0.09751623136061291,-0.024504968937568497,0.143508896414008,-0.008847318857870504
black,sub-127,"Temporal Fusiform Cortex, posterior division",-0.0927051595760744,-0.1581011159435951,0.0003380627848165,-0.1713201063180577,-0.0181750625699319,0.09304322236089091,-0.0653959563675207,0.0745300970061425,-0.07861494674198329
black,sub-265,Angular Gyrus,-0.1840787434161937,-0.0234467999520958,0.1793506666923566,0.0077837899622104,0.2132709421924915,0.36342941010855034,0.1606319434640979,0.3973496856086852,0.19186253337840412
black,sub-265,"Cingulate Gyrus, anterior division",-0.0616166355125092,0.010968577867102,-0.0063709173054463,0.0980163508614327,0.0212053659804823,0.0552457182070629,0.0725852133796112,0.0828220014929915,0.1596329863739419
black,sub-265,"Cingulate Gyrus, posterior division",-0.1184148726713792,0.0308549940754031,0.097421351112054,0.1275873147712951,0.0470144112628637,0.2158362237834332,0.1492698667467823,0.16542928393424292,0.2460021874426743
black,sub-265,Frontal Pole,0.0533998984781878,-0.0400624151147971,0.1637927916827999,-0.2759795285323911,0.2928625245989814,0.1103928932046121,-0.0934623135929849,0.23946262612079358,-0.32937942701057893
black,sub-265,"Inferior Frontal Gyrus, pars opercularis",0.1761439486227973,0.1766368617895273,0.1536853810661205,-0.176154450735765,0.1926549290564798,-0.0224585675566768,0.0004929131667300024,0.016510980433682487,-0.35229839935856233
black,sub-265,"Inferior Frontal Gyrus, pars triangularis",0.2311034387552256,0.2538667430549943,0.225111914461331,-0.2203840575344862,0.2605649881721805,-0.005991524293894601,0.022763304299768694,0.02946154941695489,-0.4514874962897118
black,sub-265,"Middle Temporal Gyrus, anterior division",-0.1157236961165553,-0.1038654521495269,-0.0642804294909947,-0.0433814058528654,-0.0434900402047863,0.05144326662556059,0.011858243967028392,0.072233655911769,0.07234229026368989
black,sub-265,"Middle Temporal Gyrus, posterior division",-0.0404085617653614,-0.0331667254970982,0.0272936251185612,0.0457829949931448,0.0491886869927198,0.0677021868839226,0.007241836268263205,0.0895972487580812,0.0861915567585062
black,sub-265,"Parahippocampal Gyrus, anterior division",0.0878000805430787,0.0715723336715235,0.1577450995710933,-0.154814881868135,0.1088789679858122,0.06994501902801462,-0.01622774687155519,0.021078887442733507,-0.2426149624112137
black,sub-265,"Parahippocampal Gyrus, posterior division",-0.0490675304839926,0.0328678958820587,0.0870169113290742,0.1527088656488768,-0.002059900071547,0.1360844418130668,0.0819354263660513,0.0470076304124456,0.2017763961328694
black,sub-265,Precuneous Cortex,-0.1849248463488906,0.0112752595719184,0.1317562366406864,0.0052889906920892,0.0742869599999992,0.316681082989577,0.196200105920809,0.2592118063488898,0.1902138370409798
black,sub-265,"Superior Temporal Gyrus, anterior division",0.1056675233232055,0.1067252673359321,0.0543719378873513,-0.0150701068059168,0.0524708970875766,-0.051295585435854205,0.001057744012726597,-0.0531966262356289,-0.12073763012912231
black,sub-265,"Superior Temporal Gyrus, posterior division",-0.031772674906276,-0.0393773475297953,-0.0442814092916647,0.0130362041119581,-0.0446586358830533,-0.0125087343853887,-0.0076046726235192985,-0.0128859609767773,0.0448088790182341
black,sub-265,"Supramarginal Gyrus, anterior division",-0.0019434760850898,-0.015027211080294,0.0247286081079364,0.0625518066353129,-0.0030639280763758,0.026672084193026198,-0.0130837349952042,-0.0011204519912859999,0.0644952827204027
black,sub-265,"Supramarginal Gyrus, posterior division",-0.1430570358066999,-0.1473209966695687,-0.0129676823839391,-0.0510135685360148,0.0154460839736446,0.1300893534227608,-0.0042639608628687875,0.1585031197803445,0.0920434672706851
black,sub-265,"Temporal Fusiform Cortex, anterior division",0.0224969462357206,-0.0085464840630609,0.1322159969788431,-0.1377810375190826,0.0800741572184712,0.10971905074312249,-0.0310434302987815,0.05757721098275061,-0.1602779837548032
black,sub-265,"Temporal Fusiform Cortex, posterior division",0.0177753459773096,0.0626557837545794,0.105338451279223,0.0075688720843157,0.0563928861619374,0.08756310530191341,0.044880437777269806,0.0386175401846278,-0.010206473892993898
black,sub-267,Angular Gyrus,0.0080214590398443,0.0647091855376367,0.0820454916296047,-0.0919225121346174,0.0050545720550562,0.0740240325897604,0.0566877264977924,-0.0029668869847880993,-0.0999439711744617
black,sub-267,"Cingulate Gyrus, anterior division",0.0857081611627211,0.0985291684923805,0.097114065878295,-0.0339101642992645,0.0301924569457947,0.0114059047155739,0.012821007329659392,-0.055515704216926406,-0.11961832546198561
black,sub-267,"Cingulate Gyrus, posterior division",0.0869294916109148,0.1179430030446212,0.1232127533401725,-0.059259889004289,0.0575742998022946,0.03628326172925769,0.031013511433706398,-0.0293551918086202,-0.1461893806152038
black,sub-267,Frontal Pole,0.0898818347303971,0.1214188153665663,0.1127068166809715,0.0536815215664564,0.1028065166230108,0.022824981950574405,0.03153698063616921,0.012924681892613699,-0.0362003131639407
black,sub-267,"Inferior Frontal Gyrus, pars opercularis",0.0840724443264736,0.0883015453899896,0.0879802577892132,-0.0310375767568673,0.0336493891267152,0.003907813462739607,0.004229101063516011,-0.05042305519975839,-0.1151100210833409
black,sub-267,"Inferior Frontal Gyrus, pars triangularis",0.046548720005683,0.0586240086909518,0.0615018748759826,0.0141899541871162,0.025617457979218,0.0149531548702996,0.012075288685268804,-0.020931262026464996,-0.032358765818566795
black,sub-267,"Middle Temporal Gyrus, anterior division",0.0232131591348207,0.0910795191197994,0.04338602158965,0.0518711560663854,0.0406361391972496,0.0201728624548293,0.0678663599849787,0.0174229800624289,0.0286579969315647
black,sub-267,"Middle Temporal Gyrus, posterior division",0.0239828163874344,-0.040476851928442,-0.030787526340801,-0.0861269402975299,-0.0941941726044503,-0.0547703427282354,-0.0644596683158764,-0.1181769889918847,-0.11010975668496431
black,sub-267,"Parahippocampal Gyrus, anterior division",0.0478252390897443,0.0341323451597204,0.065918957248533,-0.1196878475898802,0.0607302876885434,0.0180937181587887,-0.013692893930023903,0.012905048598799096,-0.1675130866796245
black,sub-267,"Parahippocampal Gyrus, posterior division",0.1337882712876448,0.1285306198524571,0.154108186852909,-0.2019460423262774,0.08847888958734,0.02031991556526419,-0.005257651435187721,-0.04530938170030481,-0.3357343136139222
black,sub-267,Precuneous Cortex,0.1007646959703505,0.1233140850799178,0.1337528403941751,-0.1924288873883118,0.0428035373759905,0.0329881444238246,0.022549389109567303,-0.05796115859436,-0.2931935833586623
black,sub-267,"Superior Temporal Gyrus, anterior division",0.0435374848934299,0.1183068777017073,0.075640590177469,0.064654222796292,0.0645537195728995,0.032103105284039105,0.0747693928082774,0.0210162346794696,0.0211167379028621
black,sub-267,"Superior Temporal Gyrus, posterior division",0.0155557511667222,0.1175849937509777,0.0459663561206659,0.0555356840865406,0.032421230849223,0.030410604953943703,0.1020292425842555,0.0168654796825008,0.039979932919818405
black,sub-267,"Supramarginal Gyrus, anterior division",-0.0387408927928599,-0.0036333178536752,-0.0066619297024954,0.0282024920487066,9.300841703442296e-05,0.0320789630903645,0.035107574939184705,0.03883390120989433,0.0669433848415665
black,sub-267,"Supramarginal Gyrus, posterior division",-0.0292146014186309,-0.0117782995127637,-0.0197927112815764,-0.0002696904207418,-0.0335746515006148,0.009421890137054502,0.017436301905867202,-0.004360050081983896,0.028944910997889102
black,sub-267,"Temporal Fusiform Cortex, anterior division",0.0930793368033959,0.0733290619384963,0.0804465920092361,-0.120680031787453,-0.0006760175496121,-0.012632744794159809,-0.01975027486489961,-0.09375535435300801,-0.2137593685908489
black,sub-267,"Temporal Fusiform Cortex, posterior division",0.1003474920413865,0.0871111809654207,0.1160999325713345,-0.1699583641942059,0.0546567438051201,0.015752440529947995,-0.013236311075965804,-0.0456907482362664,-0.2703058562355924
black,sub-272,Angular Gyrus,-0.1336870048503526,-0.2194891691985392,-0.1616730134489704,-0.255008889197836,-0.1199188242065359,-0.0279860085986178,-0.0858021643481866,0.013768180643816685,-0.1213218843474834
black,sub-272,"Cingulate Gyrus, anterior division",-0.0448087684296884,-0.1887707627264401,-0.0890292856049221,-0.3124574028276984,-0.1415298329457135,-0.044220517175233696,-0.14396199429675172,-0.09672106451602511,-0.26764863439801
black,sub-272,"Cingulate Gyrus, posterior division",-0.0732091489081797,-0.1789246578804016,-0.0929348949758576,-0.2834648146672498,-0.1237367587853137,-0.019725746067677893,-0.1057155089722219,-0.050527609877134005,-0.21025566575907012
black,sub-272,Frontal Pole,-0.0832205225461495,-0.0952250486783601,-0.1163489617904184,0.0262718528313842,-0.0335344532685039,-0.03312843924426889,-0.012004526132210591,0.04968606927764561,0.1094923753775337
black,sub-272,"Inferior Frontal Gyrus, pars opercularis",-0.1137225016529822,-0.2214481626885358,-0.0720793616540144,-0.1828044142164486,0.0509741331664809,0.04164313999896779,-0.10772566103555359,0.16469663481946312,-0.06908191256346641
black,sub-272,"Inferior Frontal Gyrus, pars triangularis",-0.0197651617415013,-0.1174883511647469,-0.0506371242124396,-0.1641118930636143,-0.1102134013411195,-0.030871962470938298,-0.0977231894232456,-0.0904482395996182,-0.14434673132211298
black,sub-272,"Middle Temporal Gyrus, anterior division",0.1025808620583915,-0.1817244014109457,-0.0654262245909073,-0.2551813387818087,-0.3421262731967384,-0.1680070866492988,-0.2843052634693372,-0.4447071352551299,-0.3577622008402002
black,sub-272,"Middle Temporal Gyrus, posterior division",0.0471077727296097,-0.173749108351238,-0.0265585747491345,-0.3124000548025307,-0.3185544269483537,-0.0736663474787442,-0.2208568810808477,-0.3656621996779634,-0.3595078275321404
black,sub-272,"Parahippocampal Gyrus, anterior division",0.0176087120099114,-0.1446286489766006,-0.0948599268561407,-0.2813911041080757,-0.1325505801248529,-0.1124686388660521,-0.162237360986512,-0.1501592921347643,-0.2989998161179871
black,sub-272,"Parahippocampal Gyrus, posterior division",-0.1078219723661549,-0.1065674350254752,-0.056102134789692,0.0113610314566019,0.0300246320819486,0.0517198375764629,0.0012545373406797067,0.1378466044481035,0.1191830038227568
black,sub-272,Precuneous Cortex,-0.1099880267660908,-0.1560599143951248,-0.0654375954295877,-0.2531305899203842,-0.1262463628621536,0.044550431336503105,-0.046071887629033983,-0.016258336096062795,-0.14314256315429336
black,sub-272,"Superior Temporal Gyrus, anterior division",-0.1468698536852308,-0.2687470670877256,-0.2395707689157077,-0.2395414172722456,-0.1534651442534806,-0.09270091523047688,-0.1218772134024948,-0.006595290568249784,-0.09267156358701478
black,sub-272,"Superior Temporal Gyrus, posterior division",-0.1289431272578317,-0.1821939077072338,-0.2054388644364373,-0.2005569761326216,-0.2430506313557923,-0.07649573717860561,-0.053250780449402096,-0.11410750409796061,-0.07161384887478991
black,sub-272,"Supramarginal Gyrus, anterior division",-0.1810385151469119,-0.2938424505480064,-0.2056080059399312,-0.2289073105581197,-0.0402484199717281,-0.02456949079301929,-0.11280393540109449,0.14079009517518382,-0.04786879541120778
black,sub-272,"Supramarginal Gyrus, posterior division",-0.1422446285314533,-0.296033964492766,-0.1856539334683473,-0.3166372665352959,-0.0785933378016036,-0.04340930493689399,-0.15378933596131267,0.06365129072984971,-0.17439263800384258
black,sub-272,"Temporal Fusiform Cortex, anterior division",-0.0171704328809188,-0.261850878871961,-0.244431259391875,-0.3668792230688231,-0.261504097364496,-0.2272608265109562,-0.24468044599104222,-0.24433366448357718,-0.3497087901879043
black,sub-272,"Temporal Fusiform Cortex, posterior division",-0.1043119258230803,-0.1502299308545047,-0.1135333084923302,-0.2451301223353635,-0.1248189734057427,-0.009221382669249906,-0.0459180050314244,-0.020507047582662405,-0.1408181965122832
black,sub-273,Angular Gyrus,0.054763334493922,0.1082909770853135,0.1495825187692352,0.0701626845002664,0.0693744574472511,0.0948191842753132,0.053527642591391505,0.0146111229533291,0.015399350006344403
black,sub-273,"Cingulate Gyrus, anterior division",0.0238840500012753,-0.0025812612866714,-0.0321899356713733,-0.0185583657418399,0.0608093034532517,-0.056073985672648596,-0.0264653112879467,0.036925253451976406,-0.0424424157431152
black,sub-273,"Cingulate Gyrus, posterior division",0.0060895388722959,0.0255238724117826,0.0373895458896735,0.0063101088201188,0.017316829994568,0.0313000070173776,0.0194343335394867,0.011227291122272099,0.00022056994782290035
black,sub-273,Frontal Pole,-0.0544863454098572,-0.0154464685928399,-0.0491365164155985,0.058521599577849,0.0415956658259224,0.005349828994258704,0.0390398768170173,0.0960820112357796,0.1130079449877062
black,sub-273,"Inferior Frontal Gyrus, pars opercularis",0.050500245794839,0.0548933437859832,0.0592388146059722,0.0359175577877642,0.095735081820758,0.008738568811133197,0.0043930979911442,0.045234836025919004,-0.014582688007074802
black,sub-273,"Inferior Frontal Gyrus, pars triangularis",-0.022898928694558,-0.0164874309776321,-0.025961692326612,0.0399685751896784,-0.0677409044394871,-0.003062763632053999,0.006411497716925899,-0.044841975744929104,0.0628675038842364
black,sub-273,"Middle Temporal Gyrus, anterior division",-0.0294950477364734,0.0773975494656198,0.0690940466557101,0.1930286635754009,0.0702142609877498,0.0985890943921835,0.10689259720209321,0.0997093087242232,0.22252371131187432
black,sub-273,"Middle Temporal Gyrus, posterior division",-0.0251256428330733,-0.000172929787429,0.0011725435696971,0.1715586185553837,-0.0285961379363952,0.0262981864027704,0.024952713045644302,-0.0034704951033219,0.19668426138845702
black,sub-273,"Parahippocampal Gyrus, anterior division",0.0486667581458333,0.0206919018654042,0.0878591268795742,0.0253417118985234,-0.023017386563777,0.0391923687337409,-0.027974856280429103,-0.0716841447096103,-0.0233250462473099
black,sub-273,"Parahippocampal Gyrus, posterior division",-0.0054473555400893,-0.0192862949945162,-0.0423610139242142,-0.1036002214190706,-0.0223753337097747,-0.0369136583841249,-0.0138389394544269,-0.0169279781696854,-0.09815286587898131
black,sub-273,Precuneous Cortex,-0.0154287816934435,0.0156036712751084,0.0281430387079352,-0.0126831032539369,0.0054787905062323,0.0435718204013787,0.0310324529685519,0.0209075721996758,0.002745678439506599
black,sub-273,"Superior Temporal Gyrus, anterior division",0.0471508092047342,0.102577471523851,0.1199148561122642,0.0819778657724283,0.0554220239207566,0.07276404690753,0.0554266623191168,0.0082712147160224,0.0348270565676941
black,sub-273,"Superior Temporal Gyrus, posterior division",0.0492601675716384,0.1714452414678108,0.1299562881449685,0.2582522529422205,0.1576755991924511,0.08069612057333012,0.12218507389617239,0.10841543162081271,0.2089920853705821
black,sub-273,"Supramarginal Gyrus, anterior division",0.008749059851032,0.0433537852735913,0.024174151161519,0.1417722603058558,0.0444537411865601,0.015425091310487,0.0346047254225593,0.0357046813355281,0.1330232004548238
black,sub-273,"Supramarginal Gyrus, posterior division",-0.023122731573441,0.0289184661131119,0.0204992659187466,0.2050481708572467,0.0980442057628109,0.0436219974921876,0.052041197686552895,0.12116693733625189,0.2281709024306877
black,sub-273,"Temporal Fusiform Cortex, anterior division",-0.0299076328078815,-0.0486403691500433,-0.1043915250836821,-0.0103306401402879,-0.0261873906258028,-0.0744838922758006,-0.0187327363421618,0.0037202421820787014,0.0195769926675936
black,sub-273,"Temporal Fusiform Cortex, posterior division",0.0284676723904865,0.0152868775865863,-0.0017870597355548,-0.0620407242644793,-0.0819755598813335,-0.030254732126041302,-0.0131807948039002,-0.11044323227182,-0.0905083966549658
black,sub-274,Angular Gyrus,0.1101621214317118,0.1104207664032472,0.0703146266555029,-0.0019678353850742,0.1010295224972295,-0.039847494776208914,0.0002586449715353961,-0.009132598934482303,-0.112129956816786
black,sub-274,"Cingulate Gyrus, anterior division",-0.1374790173305263,-0.1424636624790155,0.0235528030686291,-0.0648869074609816,0.0412630574633769,0.16103182039915542,-0.004984645148489203,0.1787420747939032,0.07259210986954472
black,sub-274,"Cingulate Gyrus, posterior division",-0.0552784658533865,-0.0657433398188638,0.0266161122242177,-0.0570829154034516,0.0804262615274119,0.0818945780776042,-0.010464873965477295,0.13570472738079842,-0.0018044495500651042
black,sub-274,Frontal Pole,-0.0932499726319322,-0.1121280048736585,0.0450942041353455,-0.0724923432928409,-0.0299155025680643,0.1383441767672777,-0.018878032241726295,0.0633344700638679,0.020757629339091296
black,sub-274,"Inferior Frontal Gyrus, pars opercularis",0.0062328326728903,0.033513028400163,0.0292402334159744,0.0639363171015871,0.0770494785840379,0.023007400743084102,0.0272801957272727,0.07081664591114761,0.05770348442869681
black,sub-274,"Inferior Frontal Gyrus, pars triangularis",0.0226232881695269,0.0159280725249839,0.0222637414836321,0.0195141064209063,0.0116317895418959,-0.00035954668589480154,-0.006695215644543,-0.010991498627631002,-0.003109181748620602
black,sub-274,"Middle Temporal Gyrus, anterior division",-0.0240068885730355,-0.0679867058902323,-0.0846494490126672,-0.0795232254374258,-0.1250122905973736,-0.060642560439631704,-0.0439798173171968,-0.1010054020243381,-0.05551633686439031
black,sub-274,"Middle Temporal Gyrus, posterior division",-0.0091388254432616,-0.01761074395156,-0.0164614089835995,-0.0509357645883386,-0.044676474061058,-0.0073225835403379,-0.008471918508298398,-0.0355376486177964,-0.041796939145077
black,sub-274,"Parahippocampal Gyrus, anterior division",-0.1527492411359557,-0.1357473020808478,0.0456983450411603,-0.0417653439816901,0.0271568112089313,0.198447586177116,0.017001939055107912,0.179906052344887,0.1109838971542656
black,sub-274,"Parahippocampal Gyrus, posterior division",-0.0755961037196733,-0.0769349987010449,-0.0493698717060236,-0.0239752362609973,-0.0116709191041764,0.0262262320136497,-0.0013388949813715884,0.0639251846154969,0.051620867458676
black,sub-274,Precuneous Cortex,-0.0113990911904708,-0.0088849364825515,-0.0031173039639392,-0.007300937577679,0.0384800242241377,0.008281787226531601,0.0025141547079193007,0.0498791154146085,0.004098153612791801
black,sub-274,"Superior Temporal Gyrus, anterior division",-0.0602691906611554,-0.0590899330805492,-0.0578570379389844,-0.0354639727364959,-0.0707469175866677,0.0024121527221710043,0.001179257580606198,-0.010477726925512305,0.0248052179246595
black,sub-274,"Superior Temporal Gyrus, posterior division",-0.0281622198948989,-0.0668247377529631,-0.0689049546973307,-0.074399965590227,-0.1015529612736714,-0.0407427348024318,-0.0386625178580642,-0.0733907413787725,-0.046237745695328104
black,sub-274,"Supramarginal Gyrus, anterior division",-0.0129600126379601,-0.0154293675919849,-0.0148432559086888,0.0044533147345226,0.0062122451555508,-0.0018832432707286996,-0.0024693549540248,0.0191722577935109,0.0174133273724827
black,sub-274,"Supramarginal Gyrus, posterior division",0.025767703178816,0.0222665402462717,0.0156614059150761,-0.0102686442438336,0.0162213907921465,-0.010106297263739898,-0.003501162932544301,-0.0095463123866695,-0.0360363474226496
black,sub-274,"Temporal Fusiform Cortex, anterior division",-0.0480310574697706,-0.1259328363371024,0.0400774389858902,-0.0663193207135766,0.1999202627655336,0.0881084964556608,-0.0779017788673318,0.2479513202353042,-0.018288263243806002
black,sub-274,"Temporal Fusiform Cortex, posterior division",-0.0692409389189697,-0.0643671248513507,-0.0445961178508447,-0.0189361602190183,0.0212042957611469,0.024644821068124996,0.004873814067618998,0.09044523468011659,0.0503047786999514
black,sub-275,Angular Gyrus,-0.002489368301116,-0.0343417249029861,0.0507955193548009,-0.0832177825892994,0.061047799436236,0.0532848876559169,-0.0318523566018701,0.063537167737352,-0.0807284142881834
black,sub-275,"Cingulate Gyrus, anterior division",-0.1031514177063039,-0.101230018169528,-0.1262979102060113,-0.0222278068771137,-0.1463389836926892,-0.023146492499707405,0.0019213995367759057,-0.04318756598638529,0.0809236108291902
black,sub-275,"Cingulate Gyrus, posterior division",-0.1252851296352226,-0.1328419769464466,-0.1069102696808321,-0.0264557182211792,-0.1131003705716097,0.01837485995439049,-0.0075568473112239964,0.012184759063612896,0.09882941141404339
black,sub-275,Frontal Pole,-0.1159861262851472,-0.1381834534949814,-0.1042304579942619,-0.1346028236126787,-0.0764903232135709,0.011755668290885313,-0.022197327209834194,0.03949580307157631,-0.01861669732753149
black,sub-275,"Inferior Frontal Gyrus, pars opercularis",-0.1133863616262961,-0.0993109067879547,-0.1458580332164949,-0.0061280982577205,-0.1401226755894807,-0.0324716715901988,0.014075454838341397,-0.026736313963184585,0.10725826336857561
black,sub-275,"Inferior Frontal Gyrus, pars triangularis",-0.1371874530840781,-0.127333323435882,-0.1070240795808972,0.1537093033149189,-0.0046860107648748,0.030163373503180893,0.009854129648196097,0.1325014423192033,0.290896756398997
black,sub-275,"Middle Temporal Gyrus, anterior division",-0.101643923429124,-0.066925838329799,-0.0376700670671778,0.0644138997178309,-0.0457564987072476,0.06397385636194619,0.034718085099325,0.0558874247218764,0.16605782314695489
black,sub-275,"Middle Temporal Gyrus, posterior division",0.0613662071277922,0.0660555000486633,0.0399723109100468,-0.025302674103761,-0.0052472830384692,-0.0213938962177454,0.004689292920871099,-0.0666134901662614,-0.0866688812315532
black,sub-275,"Parahippocampal Gyrus, anterior division",0.0165843093954275,-0.0269067927454454,-0.0587482573307313,-0.0478432318647792,-0.0502734448457336,-0.0753325667261588,-0.0434911021408729,-0.06685775424116111,-0.0644275412602067
black,sub-275,"Parahippocampal Gyrus, posterior division",-0.0618067919150865,-0.0188237669613711,-0.1131159722575809,0.0229100244729792,-0.0969114051507468,-0.0513091803424944,0.0429830249537154,-0.0351046132356603,0.08471681638806569
black,sub-275,Precuneous Cortex,-0.0994415704916548,-0.0727659371346675,-0.0901583957263028,0.0394874959360943,-0.0848326832156842,0.009283174765351995,0.02667563335698729,0.014608887275970595,0.1389290664277491
black,sub-275,"Superior Temporal Gyrus, anterior division",-0.1799908392478354,-0.1202715733348567,-0.0634081559996922,0.1100659815177284,0.0102046231215065,0.1165826832481432,0.0597192659129787,0.1901954623693419,0.2900568207655638
black,sub-275,"Superior Temporal Gyrus, posterior division",-0.1104774433421952,-0.0733096529915156,-0.0074574280129609,0.2595111615510715,0.069354347874704,0.1030200153292343,0.0371677903506796,0.17983179121689918,0.3699886048932667
black,sub-275,"Supramarginal Gyrus, anterior division",-0.1259442636046365,-0.1371799477947273,-0.1261605366765903,-0.0710673452996858,-0.0770841382313388,-0.00021627307195379308,-0.0112356841900908,0.0488601253732977,0.054876918304950714
black,sub-275,"Supramarginal Gyrus, posterior division",-0.0672378907419215,-0.0718976153804173,-0.0771363308540011,-0.0702616047658914,-0.0403008028971128,-0.00989844011207959,-0.004659724638495802,0.026937087844808708,-0.0030237140239698923
black,sub-275,"Temporal Fusiform Cortex, anterior division",0.1060788915933821,0.0516742310409396,0.0712805506889005,-0.1602664286983481,0.0673595081622398,-0.0347983409044816,-0.0544046605524425,-0.0387193834311423,-0.2663453202917302
black,sub-275,"Temporal Fusiform Cortex, posterior division",0.0409495143853833,0.0158769394437016,0.0221369056418883,-0.0351925561158988,-0.0188846623652316,-0.018812608743495,-0.0250725749416817,-0.0598341767506149,-0.0761420705012821
black,sub-276,Angular Gyrus,0.0042439153418434,-0.0532749317489102,-0.0474008465126084,-0.0902545624449708,-0.0888269694116445,-0.0516447618544518,-0.057518847090753604,-0.0930708847534879,-0.09449847778681421
black,sub-276,"Cingulate Gyrus, anterior division",0.0922210318730964,-0.0029186003479718,-0.0258892830149271,-0.0948960178482249,-0.0605413338887377,-0.1181103148880235,-0.0951396322210682,-0.1527623657618341,-0.18711704972132132
black,sub-276,"Cingulate Gyrus, posterior division",0.0849580572611994,0.001758373415926,-0.0160147848895258,-0.1092175109802096,-0.0667961650394145,-0.1009728421507252,-0.0831996838452734,-0.15175422230061392,-0.194175568241409
black,sub-276,Frontal Pole,0.0674759105308692,0.0044619651499387,0.0135643658154646,-0.1126209599201428,-0.0493285824673306,-0.053911544715404595,-0.0630139453809305,-0.1168044929981998,-0.180096870451012
black,sub-276,"Inferior Frontal Gyrus, pars opercularis",0.0340432367046894,-0.0395081230718372,-0.0654515265596731,-0.0919076070055347,-0.0881758028580426,-0.09949476326436249,-0.0735513597765266,-0.122219039562732,-0.1259508437102241
black,sub-276,"Inferior Frontal Gyrus, pars triangularis",0.0118834785747229,-0.0570723815567895,-0.0753777558050074,-0.0658253043732478,-0.1138586745318938,-0.0872612343797303,-0.0689558601315124,-0.1257421531066167,-0.07770878294797069
